"Var_name","Edges","Directed","Weighted","Name","Year","Source","Description","Citation"
"movie_849",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_85",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_850",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_851",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_852",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_853",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_854",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_855",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_857",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_858",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_859",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_86",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_860",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_861",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_862",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_863",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_865",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_867",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_869",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_87",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_870",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_871",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_872",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_873",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_874",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_875",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_876",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_877",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_878",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_879",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_88",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_880",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_881",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_883",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_884",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_885",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_887",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_888",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_889",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_89",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_891",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_892",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_893",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_895",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_896",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_899",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_9",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_901",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_902",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_904",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_905",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_906",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_907",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_908",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_91",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_910",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_911",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_912",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_913",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_914",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_92",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_93",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
"movie_97",0,0,0,"Movie Social Network","2018","https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T4HBA3","Social interaction network from the Moviegalaxies repository as collected by a movie script parser. This dataset contains the same-scene character appearance network from *** (***).","Kaminski J, Schober M, Albaladejo R, Zastupailo O, Hidalgo C. Moviegalaxies - Social Networks in Movies. Harvard Dataverse, V3. 2018. https://doi.org/10.7910/DVN/T4HBA3."
